S21_1,S21_2,S21_3,S21_4,D38_01_W9,D38_02_W9,D38_03_W9,D38_04_W9,gender,ANNO,AMP,zgp5,scolarita,D4_post,D38_post_01,D38_post_02,D38_post_03,D38_post_04,moon1,vacc1,stam1,chem1,moon2,vacc2,stam2,chem2,consp1,consp2,moon1_b,vacc1_b,stam1_b,chem1_b,moon2_b,vacc2_b,stam2_b,chem2_b,moon1_c,vacc1_c,stam1_c,chem1_c,moon2_c,vacc2_c,stam2_c,chem2_c,diff_moon,diff_vacc,diff_stam,diff_chem,anno2,age,titstu,sindes,stealth1,stealth2,stealth3,stealth4,stealth
,,,,,,,,1,1949,4,4,5,3,1,4,3,2,,,,,0,3,2,1,,1.5,,,,,0,0,0,0,,,,,0,1,1,1,,,,,1949,71,Media,Csx,,,,,
,,,,,,,,1,1975,4,4,9,9,1,1,3,1,,,,,0,0,2,0,,0.5,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1975,45,Alta,Cdx,,,,,
,,,,,,,,2,1946,4,3,9,4,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1946,74,Alta,Csx,,,,,
,,,,,,,,1,1965,4,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965,55,Alta,,,,,,
,,,,,,,,1,1963,4,4,5,8,1,3,4,1,,,,,0,2,3,0,,1.25,,,,,0,0,0,0,,,,,0,1,1,0,,,,,1963,57,Media,Cdx,,,,,
,,,,,,,,1,1948,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948,72,Media,,,,,,
,,,,,,,,2,1968,5,2,5,9,6,11,7,1,,,,,5,10,6,0,,5.25,,,,,0,1,1,0,,,,,1,2,2,0,,,,,1968,52,Media,Cdx,,,,,
,,,,,,,,1,1949,5,5,5,10,3,7,5,7,,,,,2,6,4,6,,4.5,,,,,0,1,0,1,,,,,1,2,1,2,,,,,1949,71,Media,Dx,,,,,
,,,,,,,,1,1965,6,1,5,8,1,2,4,1,,,,,0,1,3,0,,1,,,,,0,0,0,0,,,,,0,1,1,0,,,,,1965,55,Media,Cdx,,,,,
,,,,,,,,1,1959,5,2,9,9,1,11,8,3,,,,,0,10,7,2,,4.75,,,,,0,1,1,0,,,,,0,2,2,1,,,,,1959,61,Alta,Cdx,,,,,
,,,,,,,,1,1955,6,1,5,5,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1955,65,Media,Csx,,,,,
,,,,,,,,1,1976,1,1,9,13,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1976,44,Alta,NC,,,,,
,,,,,,,,1,1970,5,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,50,Media,,,,,,
,,,,,,,,1,1969,6,1,6,5,2,2,12,2,,,,,1,1,,1,,,,,,,0,0,,0,,,,,1,1,,1,,,,,1969,51,Alta,Csx,,,,,
,,,,,,,,1,1949,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949,71,Media,,,,,,
,,,,,,,,1,1955,3,3,6,4,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1955,65,Alta,Csx,,,,,
,,,,,,,,1,1975,3,1,5,12,3,8,11,1,,,,,2,7,10,0,,4.75,,,,,0,1,1,0,,,,,1,2,2,0,,,,,1975,45,Media,,,,,,
,,,,,,,,1,1964,1,4,5,3,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1964,56,Media,Csx,,,,,
,,,,,,,,1,1948,6,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948,72,Alta,,,,,,
,,,,,,,,1,1947,6,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947,73,Alta,,,,,,
,,,,,,,,1,1944,2,1,5,5,1,2,12,1,,,,,0,1,,0,,,,,,,0,0,,0,,,,,0,1,,0,,,,,1944,76,Media,Csx,,,,,
,,,,,,,,1,1977,4,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977,43,Alta,,,,,,
,,,,,,,,1,1969,3,4,5,8,1,3,12,12,,,,,0,2,,,,,,,,,0,0,,,,,,,0,1,,,,,,,1969,51,Media,Cdx,,,,,
,,,,,,,,2,1953,4,3,10,3,1,1,12,1,,,,,0,0,,0,,,,,,,0,0,,0,,,,,0,0,,0,,,,,1953,67,Alta,Csx,,,,,
,,,,,,,,2,1958,3,2,5,10,1,1,12,1,,,,,0,0,,0,,,,,,,0,0,,0,,,,,0,0,,0,,,,,1958,62,Media,Dx,,,,,
,,,,,,,,1,1981,6,3,9,1,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1981,39,Alta,Sx,,,,,
,,,,,,,,1,1952,6,3,9,5,2,3,12,1,,,,,1,2,,0,,,,,,,0,0,,0,,,,,1,1,,0,,,,,1952,68,Alta,Csx,,,,,
,,,,,,,,2,1965,3,4,9,3,1,1,2,1,,,,,0,0,1,0,,0.25,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1965,55,Alta,Csx,,,,,
,,,,,,,,2,1969,6,1,5,5,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1969,51,Media,Csx,,,,,
,,,,,,,,1,1965,6,2,10,9,2,1,12,1,,,,,1,0,,0,,,,,,,0,0,,0,,,,,1,0,,0,,,,,1965,55,Alta,Cdx,,,,,
,,,,,,,,1,1954,2,1,9,12,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1954,66,Alta,,,,,,
,,,,,,,,2,1969,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,51,Alta,,,,,,
,,,,,,,,2,1945,1,5,1,5,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1945,75,Bassa,Csx,,,,,
,,,,,,,,2,1950,6,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,70,Alta,,,,,,
,,,,,,,,1,1969,4,1,5,10,7,7,6,7,,,,,6,6,5,6,,5.75,,,,,1,1,0,1,,,,,2,2,1,2,,,,,1969,51,Media,Dx,,,,,
,,,,,,,,2,1953,3,1,2,13,4,4,11,11,,,,,3,3,10,10,,6.5,,,,,0,0,1,1,,,,,1,1,2,2,,,,,1953,67,Bassa,NC,,,,,
,,,,,,,,2,1949,1,4,2,2,2,6,8,3,,,,,1,5,7,2,,3.75,,,,,0,0,1,0,,,,,1,1,2,1,,,,,1949,71,Bassa,Sx,,,,,
,,,,,,,,2,1946,6,3,1,6,4,3,5,2,,,,,3,2,4,1,,2.5,,,,,0,0,0,0,,,,,1,1,1,1,,,,,1946,74,Bassa,C,,,,,
,,,,,,,,1,1975,6,3,7,11,1,1,1,2,,,,,0,0,0,1,,0.25,,,,,0,0,0,0,,,,,0,0,0,1,,,,,1975,45,Alta,Dx,,,,,
,,,,,,,,1,1966,6,1,5,5,1,5,7,1,,,,,0,4,6,0,,2.5,,,,,0,0,1,0,,,,,0,1,2,0,,,,,1966,54,Media,Csx,,,,,
,,,,,,,,2,1969,3,3,8,1,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1969,51,Alta,Sx,,,,,
,,,,,,,,2,1978,4,4,10,5,1,4,4,3,,,,,0,3,3,2,,2,,,,,0,0,0,0,,,,,0,1,1,1,,,,,1978,42,Alta,Csx,,,,,
,,,,,,,,2,1952,6,2,9,6,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1952,68,Alta,C,,,,,
,,,,,,,,2,1948,3,5,5,3,8,3,12,1,,,,,7,2,,0,,,,,,,1,0,,0,,,,,2,1,,0,,,,,1948,72,Media,Csx,,,,,
,,,,,,,,1,1963,4,1,5,8,6,4,3,4,,,,,5,3,2,3,,3.25,,,,,0,0,0,0,,,,,1,1,1,1,,,,,1963,57,Media,Cdx,,,,,
,,,,,,,,1,1950,1,3,4,6,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1950,70,Media,C,,,,,
,,,,,,,,2,1939,4,3,4,5,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1939,81,Media,Csx,,,,,
,,,,,,,,2,1960,6,3,9,8,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1960,60,Alta,Cdx,,,,,
,,,,,,,,2,1940,1,1,2,3,1,9,6,3,,,,,0,8,5,2,,3.75,,,,,0,1,0,0,,,,,0,2,1,1,,,,,1940,80,Bassa,Csx,,,,,
,,,,,,,,2,1970,6,3,9,1,1,1,6,1,,,,,0,0,5,0,,1.25,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1970,50,Alta,Sx,,,,,
,,,,,,,,2,1967,6,3,9,1,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1967,53,Alta,Sx,,,,,
,,,,,,,,2,1956,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956,64,Media,,,,,,
,,,,,,,,2,1966,2,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,54,Alta,,,,,,
,,,,,,,,1,1983,6,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,37,Alta,,,,,,
,,,,,,,,1,1977,3,5,5,8,3,4,4,1,,,,,2,3,3,0,,2,,,,,0,0,0,0,,,,,1,1,1,0,,,,,1977,43,Media,Cdx,,,,,
,,,,,,,,2,1972,4,5,5,12,2,1,12,12,,,,,1,0,,,,,,,,,0,0,,,,,,,1,0,,,,,,,1972,48,Media,,,,,,
,,,,,,,,2,1958,4,4,5,13,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958,62,Media,NC,,,,,
,,,,,,,,2,1973,5,3,9,4,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1973,47,Alta,Csx,,,,,
,,,,,,,,2,1969,6,1,5,5,2,2,7,2,,,,,1,1,6,1,,2.25,,,,,0,0,1,0,,,,,1,1,2,1,,,,,1969,51,Media,Csx,,,,,
,,,,,,,,1,1974,3,4,9,5,1,1,4,1,,,,,0,0,3,0,,0.75,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1974,46,Alta,Csx,,,,,
,,,,,,,,2,1944,1,4,5,7,3,8,7,3,,,,,2,7,6,2,,4.25,,,,,0,1,1,0,,,,,1,2,2,1,,,,,1944,76,Media,Cdx,,,,,
,,,,,,,,1,1970,4,1,10,5,1,11,11,1,,,,,0,10,10,0,,5,,,,,0,1,1,0,,,,,0,2,2,0,,,,,1970,50,Alta,Csx,,,,,
,,,,,,,,1,1969,2,2,5,13,6,4,11,1,,,,,5,3,10,0,,4.5,,,,,0,0,1,0,,,,,1,1,2,0,,,,,1969,51,Media,NC,,,,,
,,,,,,,,2,1954,2,4,5,5,1,1,12,1,,,,,0,0,,0,,,,,,,0,0,,0,,,,,0,0,,0,,,,,1954,66,Media,Csx,,,,,
,,,,,,,,2,1941,5,4,5,6,4,8,6,7,,,,,3,7,5,6,,5.25,,,,,0,1,0,1,,,,,1,2,1,2,,,,,1941,79,Media,C,,,,,
,,,,,,,,2,1971,5,1,5,6,6,1,1,1,,,,,5,0,0,0,,1.25,,,,,0,0,0,0,,,,,1,0,0,0,,,,,1971,49,Media,C,,,,,
,,,,,,,,2,1964,6,2,10,3,1,1,11,1,,,,,0,0,10,0,,2.5,,,,,0,0,1,0,,,,,0,0,2,0,,,,,1964,56,Alta,Csx,,,,,
,,,,,,,,1,1960,4,1,5,5,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1960,60,Media,Csx,,,,,
,,,,,,,,1,1951,1,4,10,3,1,1,6,1,,,,,0,0,5,0,,1.25,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1951,69,Alta,Csx,,,,,
,,,,,,,,1,1972,2,1,2,9,8,5,7,1,,,,,7,4,6,0,,4.25,,,,,1,0,1,0,,,,,2,1,2,0,,,,,1972,48,Bassa,Cdx,,,,,
,,,,,,,,2,1979,3,4,5,6,2,9,8,2,,,,,1,8,7,1,,4.25,,,,,0,1,1,0,,,,,1,2,2,1,,,,,1979,41,Media,C,,,,,
,,,,,,,,1,1987,6,5,9,3,2,1,3,1,,,,,1,0,2,0,,0.75,,,,,0,0,0,0,,,,,1,0,1,0,,,,,1987,33,Alta,Csx,,,,,
,,,,,,,,1,1976,5,1,9,5,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1976,44,Alta,Csx,,,,,
,,,,,,,,2,1952,2,2,4,3,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1952,68,Media,Csx,,,,,
,,,,,,,,2,1956,3,5,5,11,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1956,64,Media,Dx,,,,,
,,,,,,,,2,1959,6,1,10,7,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1959,61,Alta,Cdx,,,,,
,,,,,,,,1,1963,5,5,6,5,5,1,11,1,,,,,4,0,10,0,,3.5,,,,,0,0,1,0,,,,,1,0,2,0,,,,,1963,57,Alta,Csx,,,,,
,,,,,,,,1,1969,6,3,6,4,6,6,4,6,,,,,5,5,3,5,,4.5,,,,,0,0,0,0,,,,,1,1,1,1,,,,,1969,51,Alta,Csx,,,,,
,,,,,,,,2,1961,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961,59,Media,,,,,,
,,,,,,,,1,1953,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953,67,Media,,,,,,
,,,,,,,,1,1960,6,1,5,8,1,6,6,1,,,,,0,5,5,0,,2.5,,,,,0,0,0,0,,,,,0,1,1,0,,,,,1960,60,Media,Cdx,,,,,
,,,,,,,,1,1974,4,1,5,8,4,1,5,1,,,,,3,0,4,0,,1.75,,,,,0,0,0,0,,,,,1,0,1,0,,,,,1974,46,Media,Cdx,,,,,
,,,,,,,,1,1964,3,3,6,9,3,1,5,1,,,,,2,0,4,0,,1.5,,,,,0,0,0,0,,,,,1,0,1,0,,,,,1964,56,Alta,Cdx,,,,,
,,,,,,,,2,1988,1,4,6,13,1,4,12,1,,,,,0,3,,0,,,,,,,0,0,,0,,,,,0,1,,0,,,,,1988,32,Alta,NC,,,,,
,,,,,,,,2,1986,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986,34,Media,,,,,,
,,,,,,,,1,1986,3,3,5,1,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1986,34,Media,Sx,,,,,
,,,,,,,,1,1973,6,1,10,9,4,5,7,2,,,,,3,4,6,1,,3.5,,,,,0,0,1,0,,,,,1,1,2,1,,,,,1973,47,Alta,Cdx,,,,,
,,,,,,,,2,1946,4,1,9,12,12,6,12,1,,,,,,5,,0,,,,,,,,0,,0,,,,,,1,,0,,,,,1946,74,Alta,,,,,,
,,,,,,,,2,1945,4,5,5,12,1,8,12,1,,,,,0,7,,0,,,,,,,0,1,,0,,,,,0,2,,0,,,,,1945,75,Media,,,,,,
,,,,,,,,1,1973,1,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,47,Alta,,,,,,
,,,,,,,,2,1961,4,4,5,5,2,2,1,2,,,,,1,1,0,1,,0.75,,,,,0,0,0,0,,,,,1,1,0,1,,,,,1961,59,Media,Csx,,,,,
,,,,,,,,1,1964,3,2,9,9,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1964,56,Alta,Cdx,,,,,
,,,,,,,,1,1949,6,1,5,4,6,4,1,2,,,,,5,3,0,1,,2.25,,,,,0,0,0,0,,,,,1,1,0,1,,,,,1949,71,Media,Csx,,,,,
,,,,,,,,2,1981,3,2,5,13,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1981,39,Media,NC,,,,,
,,,,,,,,1,1950,4,3,5,3,1,1,3,1,,,,,0,0,2,0,,0.5,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1950,70,Media,Csx,,,,,
,,,,,,,,2,1977,4,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977,43,Alta,,,,,,
,,,,,,,,1,1973,2,1,5,9,1,1,4,1,,,,,0,0,3,0,,0.75,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1973,47,Media,Cdx,,,,,
,,,,,,,,1,1947,4,2,9,9,2,5,7,1,,,,,1,4,6,0,,2.75,,,,,0,0,1,0,,,,,1,1,2,0,,,,,1947,73,Alta,Cdx,,,,,
,,,,,,,,1,1966,1,2,5,4,3,3,3,4,,,,,2,2,2,3,,2.25,,,,,0,0,0,0,,,,,1,1,1,1,,,,,1966,54,Media,Csx,,,,,
,,,,,,,,1,1978,6,3,9,13,1,7,12,1,,,,,0,6,,0,,,,,,,0,1,,0,,,,,0,2,,0,,,,,1978,42,Alta,NC,,,,,
,,,,,,,,2,1956,5,2,2,3,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1956,64,Bassa,Csx,,,,,
,,,,,,,,1,1973,6,5,11,3,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1973,47,Alta,Csx,,,,,
,,,,,,,,1,1951,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1951,69,Bassa,,,,,,
,,,,,,,,1,1974,3,1,5,12,3,2,2,4,,,,,2,1,1,3,,1.75,,,,,0,0,0,0,,,,,1,1,1,1,,,,,1974,46,Media,,,,,,
,,,,,,,,1,1964,6,3,9,11,1,1,6,1,,,,,0,0,5,0,,1.25,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1964,56,Alta,Dx,,,,,
,,,,,,,,1,1939,1,5,5,4,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1939,81,Media,Csx,,,,,
,,,,,,,,1,1958,4,4,9,11,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1958,62,Alta,Dx,,,,,
,,,,,,,,1,1953,4,1,5,8,6,3,7,1,,,,,5,2,6,0,,3.25,,,,,0,0,1,0,,,,,1,1,2,0,,,,,1953,67,Media,Cdx,,,,,
,,,,,,,,1,1976,2,1,5,7,1,4,5,2,,,,,0,3,4,1,,2,,,,,0,0,0,0,,,,,0,1,1,1,,,,,1976,44,Media,Cdx,,,,,
,,,,,,,,1,1954,3,2,5,3,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1954,66,Media,Csx,,,,,
,,,,,,,,1,1963,5,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963,57,Alta,,,,,,
,,,,,,,,1,1942,3,1,5,7,1,6,6,3,,,,,0,5,5,2,,3,,,,,0,0,0,0,,,,,0,1,1,1,,,,,1942,78,Media,Cdx,,,,,
,,,,,,,,1,1969,4,1,5,10,12,12,12,1,,,,,,,,0,,,,,,,,,,0,,,,,,,,0,,,,,1969,51,Media,Dx,,,,,
,,,,,,,,2,1975,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,45,Media,,,,,,
,,,,,,,,2,1957,4,3,5,5,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1957,63,Media,Csx,,,,,
,,,,,,,,2,1935,1,5,1,4,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1935,85,Bassa,Csx,,,,,
,,,,,,,,1,1961,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961,59,Alta,,,,,,
,,,,,,,,1,1953,5,3,5,12,1,9,12,12,,,,,0,8,,,,,,,,,0,1,,,,,,,0,2,,,,,,,1953,67,Media,,,,,,
,,,,,,,,1,1970,3,2,9,5,2,2,1,2,,,,,1,1,0,1,,0.75,,,,,0,0,0,0,,,,,1,1,0,1,,,,,1970,50,Alta,Csx,,,,,
,,,,,,,,2,1981,1,4,5,9,4,4,11,4,,,,,3,3,10,3,,4.75,,,,,0,0,1,0,,,,,1,1,2,1,,,,,1981,39,Media,Cdx,,,,,
,,,,,,,,2,1978,3,5,9,4,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1978,42,Alta,Csx,,,,,
,,,,,,,,1,1952,6,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952,68,Alta,,,,,,
,,,,,,,,1,1969,1,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,51,Media,,,,,,
,,,,,,,,1,1970,6,1,10,3,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1970,50,Alta,Csx,,,,,
,,,,,,,,2,1987,5,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987,33,Alta,,,,,,
,,,,,,,,2,1987,1,1,7,8,1,1,12,1,,,,,0,0,,0,,,,,,,0,0,,0,,,,,0,0,,0,,,,,1987,33,Alta,Cdx,,,,,
,,,,,,,,2,1976,2,2,9,12,12,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976,44,Alta,,,,,,
,,,,,,,,2,1970,3,2,5,4,1,3,1,1,,,,,0,2,0,0,,0.5,,,,,0,0,0,0,,,,,0,1,0,0,,,,,1970,50,Media,Csx,,,,,
,,,,,,,,2,1956,2,4,5,5,1,1,4,1,,,,,0,0,3,0,,0.75,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1956,64,Media,Csx,,,,,
,,,,,,,,1,1962,4,1,5,8,1,3,9,2,,,,,0,2,8,1,,2.75,,,,,0,0,1,0,,,,,0,1,2,1,,,,,1962,58,Media,Cdx,,,,,
,,,,,,,,2,1948,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948,72,Media,,,,,,
,,,,,,,,1,1968,2,1,9,5,9,1,8,1,,,,,8,0,7,0,,3.75,,,,,1,0,1,0,,,,,2,0,2,0,,,,,1968,52,Alta,Csx,,,,,
,,,,,,,,1,1968,4,3,6,5,3,9,1,1,,,,,2,8,0,0,,2.5,,,,,0,1,0,0,,,,,1,2,0,0,,,,,1968,52,Alta,Csx,,,,,
,,,,,,,,1,1969,3,5,9,3,1,1,2,1,,,,,0,0,1,0,,0.25,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1969,51,Alta,Csx,,,,,
,,,,,,,,2,1974,3,3,6,6,5,6,4,5,,,,,4,5,3,4,,4,,,,,0,0,0,0,,,,,1,1,1,1,,,,,1974,46,Alta,C,,,,,
,,,,,,,,2,1978,3,1,10,4,1,1,4,1,,,,,0,0,3,0,,0.75,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1978,42,Alta,Csx,,,,,
,,,,,,,,2,1951,4,4,9,12,2,2,12,2,,,,,1,1,,1,,,,,,,0,0,,0,,,,,1,1,,1,,,,,1951,69,Alta,,,,,,
,,,,,,,,1,1981,5,5,8,13,1,1,4,1,,,,,0,0,3,0,,0.75,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1981,39,Alta,NC,,,,,
,,,,,,,,1,1987,4,3,9,7,1,1,6,1,,,,,0,0,5,0,,1.25,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1987,33,Alta,Cdx,,,,,
,,,,,,,,1,1987,1,1,9,13,1,1,9,1,,,,,0,0,8,0,,2,,,,,0,0,1,0,,,,,0,0,2,0,,,,,1987,33,Alta,NC,,,,,
,,,,,,,,2,1964,3,3,9,12,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1964,56,Alta,,,,,,
,,,,,,,,2,1952,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952,68,Alta,,,,,,
,,,,,,,,2,1949,5,5,5,2,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1949,71,Media,Sx,,,,,
,,,,,,,,1,1980,6,1,9,6,3,9,8,3,,,,,2,8,7,2,,4.75,,,,,0,1,1,0,,,,,1,2,2,1,,,,,1980,40,Alta,C,,,,,
,,,,,,,,1,1977,5,2,9,8,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1977,43,Alta,Cdx,,,,,
,,,,,,,,1,1983,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,37,Media,,,,,,
,,,,,,,,1,1970,4,1,4,7,1,1,3,1,,,,,0,0,2,0,,0.5,,,,,0,0,0,0,,,,,0,0,1,0,,,,,1970,50,Media,Cdx,,,,,
,,,,,,,,2,1968,5,5,9,3,1,4,5,1,,,,,0,3,4,0,,1.75,,,,,0,0,0,0,,,,,0,1,1,0,,,,,1968,52,Alta,Csx,,,,,
,,,,,,,,2,1988,4,3,8,13,12,4,12,1,,,,,,3,,0,,,,,,,,0,,0,,,,,,1,,0,,,,,1988,32,Alta,NC,,,,,
,,,,,,,,2,1969,3,1,5,8,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1969,51,Media,Cdx,,,,,
,,,,,,,,1,1971,4,4,5,8,1,3,12,1,,,,,0,2,,0,,,,,,,0,0,,0,,,,,0,1,,0,,,,,1971,49,Media,Cdx,,,,,
,,,,,,,,1,1979,3,4,9,4,6,6,6,6,,,,,5,5,5,5,,5,,,,,0,0,0,0,,,,,1,1,1,1,,,,,1979,41,Alta,Csx,,,,,
,,,,,,,,2,1950,4,4,5,5,1,1,12,1,,,,,0,0,,0,,,,,,,0,0,,0,,,,,0,0,,0,,,,,1950,70,Media,Csx,,,,,
,,,,,,,,2,1977,2,1,5,4,10,6,10,1,,,,,9,5,9,0,,5.75,,,,,1,0,1,0,,,,,2,1,2,0,,,,,1977,43,Media,Csx,,,,,
,,,,,,,,2,1959,6,5,6,2,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1959,61,Alta,Sx,,,,,
,,,,,,,,1,1989,6,1,7,8,2,1,1,1,,,,,1,0,0,0,,0.25,,,,,0,0,0,0,,,,,1,0,0,0,,,,,1989,31,Alta,Cdx,,,,,
,,,,,,,,2,1969,6,3,9,12,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1969,51,Alta,,,,,,
,,,,,,,,1,1980,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980,40,Alta,,,,,,
,,,,,,,,1,1988,6,1,9,13,1,1,1,1,,,,,0,0,0,0,,0,,,,,0,0,0,0,,,,,0,0,0,0,,,,,1988,32,Alta,NC,,,,,
